startup_id,retention_d1,retention_d7,retention_d30,sessions_per_user,time_in_app_minutes,actions_per_session,app_rating,nps,user_growth_rate,viral_coefficient,organic_percentage
2770,77.57,70.33,35.63,16.51,26.68,2.84,3.44,-6,70.92,0.98,74.21
2771,35.34,55.27,56.59,14.46,27.62,19.07,3.54,5,24.6,0.01,40.12
2772,49.23,69.61,52.95,16.75,24.62,15.92,3.33,34,10.69,0.53,53.85
2773,86.49,37.43,25.44,6.43,55.15,13.61,1.33,-7,21.16,0.82,45.24
2774,62.18,42.71,33.3,4.52,22.19,25.0,3.77,-47,63.64,0.63,25.85
2775,68.26,43.4,49.4,19.47,51.52,15.61,3.81,90,46.88,0.72,80.75
2776,60.3,21.8,37.97,14.63,54.27,12.15,3.38,-19,86.53,1.83,67.99
2777,33.07,43.87,18.94,16.85,30.47,5.68,3.63,-88,28.5,0.72,39.02
2778,41.6,76.23,62.33,1.25,27.37,24.8,3.37,-68,36.51,0.84,64.53
2779,61.19,82.81,61.41,7.73,45.9,17.71,2.9,34,52.81,1.52,68.95
2780,44.64,56.28,47.52,15.11,42.77,3.68,4.07,57,46.0,1.59,45.49
2781,33.5,51.89,46.88,2.48,20.38,19.82,2.86,-90,54.78,0.17,64.77
2782,89.06,22.16,63.77,11.78,7.05,13.33,3.59,-31,31.21,1.41,32.59
2783,98.68,81.54,17.23,9.15,16.63,24.53,2.04,-80,16.67,0.97,59.64
2784,85.52,20.91,24.5,1.33,8.73,27.65,2.89,-69,80.33,0.27,41.12
2785,89.76,86.13,48.95,5.48,18.39,18.41,3.44,32,3.93,0.53,34.99
2786,46.94,54.25,61.14,6.41,16.45,22.22,3.44,5,36.97,0.09,60.41
2787,97.24,43.94,17.39,3.13,38.62,2.64,2.33,-8,8.74,0.72,59.15
2788,43.78,84.7,65.83,13.0,57.32,17.25,2.72,-66,73.63,0.51,62.51
2789,96.6,21.71,37.15,5.61,41.46,22.9,3.13,-54,36.55,0.76,44.59
2790,99.64,60.7,29.0,6.27,55.67,15.41,3.77,-89,3.0,1.16,83.78
2791,79.82,58.43,27.27,18.07,47.26,18.21,1.18,-64,7.59,1.46,50.69
2792,98.68,35.35,21.2,9.88,43.94,27.07,1.41,-57,19.86,1.21,58.62
2793,69.87,50.02,54.01,8.45,25.43,6.74,2.02,-79,78.69,1.36,86.17
2794,48.17,65.66,72.54,14.75,20.16,3.85,4.44,38,79.92,1.73,38.21
2795,60.59,70.9,38.04,18.28,50.93,21.03,3.14,-14,99.66,1.75,40.07
2796,71.55,20.05,65.66,1.48,54.42,24.86,4.52,-46,24.09,1.72,95.46
2797,35.12,85.58,54.85,9.52,27.66,25.66,3.35,-91,6.04,0.31,72.79
2798,73.56,31.52,48.46,12.6,1.53,19.61,2.65,69,28.31,0.5,63.15
2799,98.68,36.35,55.03,7.05,47.76,25.16,3.78,16,17.88,1.0,52.57
2800,43.31,38.44,38.68,15.68,17.82,21.32,1.76,-21,71.04,0.72,49.64
2801,85.48,22.65,45.29,19.46,1.58,3.53,2.5,-25,96.92,0.26,27.15
2802,93.55,28.61,25.81,18.93,48.49,23.1,2.22,82,27.3,0.58,42.89
2803,96.06,89.04,61.15,6.05,31.53,6.2,2.42,77,32.86,1.95,63.44
2804,97.21,42.07,23.68,5.3,41.43,7.86,1.95,59,35.11,0.69,19.68
2805,66.5,28.07,60.72,19.19,54.97,12.44,1.93,-13,85.7,0.84,48.12
2806,98.41,27.49,69.8,9.71,32.93,10.12,2.27,95,57.8,0.01,37.42
2807,83.01,70.36,28.96,4.96,30.69,10.33,2.04,-4,97.4,1.44,70.53
2808,41.32,79.82,27.49,14.43,18.15,5.91,3.42,-83,62.72,0.83,51.94
2809,63.38,37.99,43.75,6.4,19.01,9.52,1.87,10,70.59,0.21,64.38
2810,80.28,21.46,48.13,6.08,48.0,1.57,2.45,-16,8.92,1.94,59.21
2811,47.31,35.62,29.21,17.71,27.49,14.71,1.33,-36,95.17,1.55,56.14
2812,74.84,23.96,50.94,4.09,10.65,23.29,3.03,22,62.81,1.45,64.79
2813,76.66,27.24,33.24,2.22,6.58,26.01,2.87,7,52.02,1.92,48.51
2814,41.39,50.21,23.27,6.11,28.9,24.79,3.33,52,38.74,0.81,44.01
2815,69.56,36.09,17.9,12.53,28.43,13.08,3.15,22,7.71,1.44,71.78
2816,84.01,56.12,16.06,3.34,39.55,22.18,1.76,-70,13.33,0.41,39.13
2817,64.92,37.74,64.05,9.96,28.79,9.35,2.07,46,1.17,1.39,85.03
2818,30.85,85.84,68.88,12.92,9.47,2.61,2.3,-12,99.87,0.03,46.19
2819,30.63,83.42,40.87,17.13,30.96,20.6,4.01,12,78.63,0.25,20.48
2820,54.99,59.68,38.07,5.37,54.5,19.82,3.27,-83,79.75,0.85,50.47
2821,94.83,44.81,31.82,16.53,10.41,24.25,1.12,95,73.01,0.02,55.54
2822,46.01,46.68,51.66,5.46,41.7,18.87,1.81,60,48.41,0.92,61.39
2823,74.41,48.83,21.62,13.86,36.04,5.55,2.36,-31,8.82,1.05,78.46
2824,45.55,70.93,42.71,9.18,45.17,25.74,2.07,-94,7.23,1.24,72.9
2825,52.52,51.61,60.26,3.18,9.89,19.19,4.08,-100,91.64,0.2,13.89
2826,89.36,79.97,27.04,14.57,56.55,24.42,2.66,1,0.03,0.36,19.52
2827,81.02,86.09,58.66,5.14,37.64,23.45,3.37,-2,69.91,1.23,66.33
2828,36.68,43.52,16.2,4.36,50.98,9.64,2.17,-14,62.86,1.32,41.77
2829,60.01,59.25,35.35,7.81,15.55,3.16,1.96,-21,50.12,0.05,44.81
2830,32.04,26.65,18.84,13.41,44.63,6.12,2.62,-42,97.5,1.08,73.12
2831,63.66,34.03,30.38,5.45,47.08,3.69,3.23,-67,19.81,1.57,66.9
2832,76.37,48.94,32.04,4.49,24.45,8.06,2.07,79,78.53,0.14,35.25
2833,38.3,34.43,39.95,1.19,23.65,14.33,2.66,38,67.48,0.83,60.11
2834,50.22,81.36,31.94,9.96,39.81,27.3,3.64,-93,97.44,0.65,25.84
2835,57.85,31.08,31.79,9.14,6.51,26.29,1.58,-13,93.41,1.83,79.97
2836,94.37,51.9,48.93,5.44,44.4,21.84,3.07,-48,12.86,0.37,56.49
2837,99.53,62.4,70.82,2.02,3.53,1.7,2.79,42,30.77,0.64,48.96
2838,33.14,68.43,32.59,9.16,12.24,10.9,3.24,-73,85.08,1.8,51.52
2839,83.27,46.81,30.05,15.98,40.18,20.79,1.1,41,22.87,0.66,67.17
2840,56.02,80.84,30.28,14.59,6.8,4.74,3.01,-11,37.85,1.06,55.11
2841,57.47,59.78,70.62,17.36,58.34,24.23,2.03,85,62.6,0.07,11.72
2842,82.8,50.77,44.49,1.18,52.24,27.52,1.63,-44,56.29,1.97,94.42
2843,94.29,24.71,47.8,19.36,37.95,11.27,3.36,79,64.06,1.65,80.11
2844,96.57,52.53,19.26,7.49,49.32,21.47,2.8,-64,71.35,1.27,62.87
2845,70.4,77.45,33.26,19.82,53.37,5.3,3.83,-99,72.88,0.12,36.34
2846,55.0,63.02,36.48,5.8,16.31,21.03,2.6,61,73.76,0.15,69.72
2847,85.13,78.25,63.46,9.96,51.12,1.62,3.32,-67,99.17,1.09,72.18
2848,47.57,54.58,62.07,7.72,12.49,5.37,3.76,-43,35.66,0.57,49.26
2849,69.49,28.29,18.46,7.76,25.39,21.59,1.84,-28,4.42,1.25,66.83
2850,55.1,20.95,51.97,17.0,33.94,21.64,1.5,88,34.89,1.2,42.63
2851,75.96,41.23,29.16,15.18,43.12,19.59,1.73,7,91.16,1.68,44.49
2852,46.83,68.86,40.28,19.85,2.78,14.84,1.95,16,8.34,0.56,32.66
2853,43.41,75.32,71.58,12.66,18.14,20.57,2.71,81,64.69,1.16,42.8
2854,94.28,40.7,46.74,9.8,36.9,23.44,4.05,15,42.32,1.55,76.92
2855,37.13,54.7,35.76,2.71,22.08,29.03,3.45,13,92.16,0.98,30.55
2856,65.42,49.48,35.16,19.93,46.73,26.77,3.69,94,92.86,1.66,80.91
2857,45.46,48.74,55.14,11.48,39.45,24.04,4.49,-71,78.52,0.26,43.91
2858,32.73,36.19,49.53,14.31,14.83,21.15,2.72,-18,9.85,1.47,53.25
2859,32.52,29.55,42.69,8.73,9.61,17.65,1.98,6,2.47,1.89,54.21
2860,42.27,33.77,24.82,11.41,38.11,4.5,2.65,-42,13.66,0.66,49.29
2861,90.67,23.87,41.52,18.91,27.58,5.8,3.67,85,32.18,0.73,37.99
2862,49.77,33.87,71.27,4.16,10.97,24.79,3.16,19,24.14,0.17,36.56
2863,96.53,20.64,49.21,6.56,20.26,24.3,2.81,51,36.98,1.28,72.8
2864,70.71,63.91,41.8,3.89,18.88,18.82,1.65,42,14.31,1.1,63.01
2865,60.56,42.15,49.12,16.05,7.38,13.73,2.57,49,75.25,0.08,55.33
2866,70.61,88.12,64.34,2.18,33.27,1.75,2.75,59,84.53,1.5,74.48
2867,66.17,33.56,32.97,2.55,46.06,10.49,2.19,-26,48.8,1.66,83.23
2868,83.11,44.21,25.37,6.67,34.95,13.2,3.52,-8,95.65,1.81,46.92
2869,49.77,45.05,54.28,10.77,49.75,15.09,1.63,69,12.03,1.09,86.06
2870,54.71,20.59,60.13,8.72,8.53,27.95,4.27,86,10.58,0.91,50.55
2871,92.59,78.74,54.87,1.85,26.7,4.15,1.62,-13,20.04,1.75,78.53
2872,96.25,22.24,63.95,19.19,36.96,16.05,4.42,-18,98.19,0.8,61.66
2873,92.48,85.81,33.11,19.1,40.88,11.67,2.77,-46,41.65,1.31,62.33
2874,59.36,82.45,22.78,6.31,42.05,29.71,2.9,32,92.41,1.23,88.2
2875,84.63,57.49,75.11,14.9,44.01,25.99,2.38,68,20.2,0.74,31.86
2876,63.34,58.05,36.84,11.99,39.43,13.72,3.14,-44,84.61,0.17,36.18
2877,64.83,65.76,47.06,5.51,6.56,29.99,3.97,-48,31.0,0.04,15.69
2878,44.33,47.09,58.51,5.98,42.02,15.91,1.94,65,73.44,0.86,31.3
2879,71.38,65.31,38.6,10.33,43.76,5.85,1.78,-100,97.45,0.96,66.35
2880,43.03,23.13,24.21,8.97,59.62,17.12,1.92,-41,93.3,1.65,31.99
2881,53.21,23.78,56.29,6.53,41.91,7.56,2.1,-25,83.13,0.83,75.49
2882,89.85,52.01,56.61,16.34,41.52,19.45,2.0,-55,5.02,0.56,55.33
2883,44.5,58.47,39.21,10.15,31.37,28.19,3.33,-97,60.78,0.92,48.64
2884,34.98,82.15,36.48,13.44,52.21,23.8,1.96,-86,83.54,0.48,35.02
2885,34.83,27.33,20.78,4.6,59.81,8.92,2.84,-20,39.93,0.18,17.7
2886,95.85,77.59,21.9,11.14,46.96,9.61,3.35,15,73.12,0.23,68.45
2887,65.48,34.7,27.9,7.04,37.14,3.01,3.03,-89,13.81,0.64,61.45
2888,58.66,47.59,25.41,11.0,5.66,9.29,1.51,-100,17.68,0.03,28.57
2889,86.76,42.16,67.48,15.84,43.88,3.69,3.46,-24,64.37,0.44,18.08
2890,88.51,48.01,54.2,15.61,42.81,15.48,2.77,-71,43.71,1.58,51.14
2891,53.25,30.53,55.6,7.73,46.76,21.54,2.5,33,21.83,0.47,25.67
2892,78.55,55.25,42.75,14.19,8.35,22.78,2.29,-28,28.29,0.22,59.86
2893,83.98,76.11,21.29,18.88,39.57,2.73,3.63,-51,61.89,1.9,80.81
2894,75.83,50.91,73.11,12.89,18.45,10.86,3.96,29,72.54,1.24,57.06
2895,40.61,54.34,29.4,3.82,45.86,9.36,1.62,-95,20.76,0.12,64.61
2896,91.31,79.41,19.91,13.91,15.18,4.02,2.3,-26,95.52,0.12,20.25
2897,67.74,69.42,42.77,2.99,41.35,11.51,2.26,-11,0.82,1.22,53.84
2898,49.77,54.33,64.22,17.57,18.4,9.68,4.51,-9,70.01,1.08,67.97
2899,59.77,38.04,63.77,10.82,1.53,19.4,4.52,-24,29.1,0.14,13.32
2900,32.63,81.94,21.81,8.32,38.37,26.62,1.76,65,47.85,0.45,37.21
2901,38.95,60.39,63.63,2.08,7.68,14.19,2.77,-25,56.98,1.86,70.89
2902,83.59,35.48,29.76,8.23,39.9,22.65,2.81,-18,56.15,1.14,47.27
2903,30.0,38.84,11.54,18.16,55.61,5.23,2.23,-83,77.63,0.88,50.46
2904,59.16,76.22,67.16,1.4,58.19,26.95,2.34,46,82.38,0.5,52.82
2905,66.58,23.09,68.78,10.02,14.92,5.43,3.61,55,7.33,0.27,34.22
2906,33.82,89.45,42.27,18.69,48.75,6.57,2.41,-89,70.3,0.81,25.76
2907,98.12,29.12,44.25,8.5,21.86,4.09,3.28,-49,39.91,1.84,43.46
2908,45.83,75.72,60.41,9.14,54.13,9.98,2.78,-14,81.86,0.1,41.66
2909,51.29,47.63,59.95,11.99,47.46,17.02,3.64,-1,60.89,1.98,47.74
2910,51.28,54.46,72.65,9.8,5.36,29.65,3.65,85,1.02,0.42,69.29
2911,46.13,81.65,40.63,4.2,25.02,24.01,2.86,-79,66.65,0.82,71.82
2912,30.1,48.9,70.27,1.35,20.9,12.03,3.84,1,92.57,0.09,30.34
2913,81.05,57.62,77.54,12.59,47.33,17.7,3.19,72,8.31,1.17,76.9
2914,97.68,23.45,19.41,18.5,25.21,19.08,1.3,-39,49.42,0.97,55.1
2915,45.7,20.16,58.85,3.02,41.39,24.86,2.25,-59,62.59,1.33,37.02
2916,76.41,37.14,41.27,5.01,36.54,22.36,2.06,-34,19.59,1.09,61.98
2917,81.93,67.64,40.58,8.03,58.56,17.51,1.43,36,65.07,0.8,61.75
2918,89.39,28.49,57.61,16.37,56.33,20.41,3.49,91,4.98,1.48,34.42
2919,59.58,27.96,22.49,6.12,26.23,22.63,1.94,42,90.57,0.05,27.56
2920,51.21,48.77,48.92,17.76,43.69,4.86,1.64,57,76.27,1.08,23.57
2921,52.77,65.35,69.01,2.04,49.94,6.81,4.06,53,94.1,0.23,30.35
2922,79.88,69.85,27.39,18.88,54.03,20.97,2.99,-7,41.84,0.87,41.21
2923,87.17,32.49,47.56,11.65,5.02,25.66,2.56,96,3.42,1.58,70.44
2924,42.71,25.57,70.29,13.52,18.82,12.87,2.53,21,34.15,0.28,23.81
2925,55.97,85.83,39.52,7.99,19.89,29.42,1.72,-6,51.58,1.87,36.97
2926,93.14,38.25,38.15,15.86,26.63,7.27,2.51,26,93.59,1.78,53.54
2927,86.47,79.73,34.35,4.16,10.99,13.08,3.79,-79,88.31,0.83,71.46
2928,98.94,80.44,41.33,1.93,30.28,11.98,1.92,-47,59.41,0.01,32.33
2929,82.8,74.08,53.31,8.51,40.13,27.98,3.11,24,72.98,1.58,56.84
2930,57.52,31.82,57.4,17.22,30.34,9.28,4.38,-43,95.39,1.76,62.98
2931,71.34,77.53,47.72,15.34,40.28,14.65,3.11,80,85.06,0.35,59.6
2932,76.27,73.85,61.62,10.83,4.92,6.43,2.94,-2,65.88,1.83,64.73
2933,35.49,61.77,39.33,11.87,52.68,16.12,3.42,-82,54.01,1.83,40.17
2934,68.11,43.6,39.83,3.47,56.41,25.86,3.51,61,47.6,0.94,34.14
2935,79.65,38.38,56.13,16.97,37.46,9.82,3.19,41,75.66,1.6,42.78
2936,41.71,28.53,49.87,15.95,53.0,24.51,4.04,-79,80.88,0.89,52.34
2937,84.64,55.68,50.45,13.47,8.76,27.43,2.88,40,21.76,1.13,25.81
2938,70.86,60.97,20.93,9.86,48.05,3.12,3.23,22,47.4,0.64,34.46
2939,96.66,45.15,32.79,19.32,8.03,22.94,3.69,91,77.12,0.32,50.04
2940,32.97,53.28,28.38,17.7,25.07,8.4,2.55,-45,67.57,1.49,51.74
2941,48.57,45.45,39.75,13.24,20.11,6.08,2.84,99,59.16,0.0,51.63
2942,72.11,64.87,48.99,8.06,35.55,18.43,3.26,-59,32.37,1.16,49.03
2943,50.76,83.09,14.23,12.74,18.79,21.46,3.06,-35,60.92,1.73,94.63
2944,80.01,31.47,65.52,11.93,38.6,12.45,3.95,90,61.21,0.44,74.46
2945,83.13,46.7,36.38,8.49,22.68,2.14,1.2,69,43.24,0.67,67.38
2946,37.18,29.86,28.0,6.83,51.79,27.35,3.23,-67,96.03,1.17,84.75
2947,65.97,63.75,39.8,8.73,38.4,22.19,3.6,-72,65.31,0.49,27.31
2948,65.62,71.02,32.33,11.9,13.7,8.88,3.04,53,85.07,1.69,79.73
2949,55.85,85.23,69.53,9.13,20.83,15.41,3.78,50,12.9,0.73,38.26
2950,95.3,39.52,15.58,6.01,51.0,1.81,1.06,-65,75.68,1.16,70.14
2951,87.93,86.51,42.25,15.46,23.8,10.84,2.55,17,60.19,0.45,37.34
2952,78.8,24.43,56.21,11.1,32.61,16.15,4.03,-92,30.83,0.08,26.48
2953,80.0,62.21,49.21,2.29,39.29,16.0,4.11,-16,13.64,0.35,72.62
2954,62.32,24.0,27.65,8.0,21.52,7.04,1.8,-59,37.96,0.09,21.61
2955,94.47,82.56,36.84,17.81,18.34,23.53,2.91,-34,44.14,0.94,68.85
2956,78.62,57.09,48.05,15.35,29.04,9.67,3.84,-94,14.08,1.17,67.1
2957,81.03,66.85,64.26,7.14,13.68,17.83,3.98,-78,67.01,0.09,27.46
2958,90.32,78.21,70.74,18.83,17.77,8.87,3.52,59,30.71,0.18,38.59
2959,49.19,30.52,28.94,2.46,4.66,13.33,1.26,-78,80.6,0.97,30.57
2960,86.49,22.7,65.1,19.26,18.93,7.02,3.92,-85,64.83,1.6,89.01
2961,43.67,81.52,13.64,5.67,19.92,19.36,3.02,-32,31.05,1.26,86.83
2962,54.17,42.05,10.51,1.17,57.75,13.34,2.9,-88,36.0,0.21,56.29
2963,53.49,29.03,54.86,9.24,35.79,1.47,3.86,-91,94.21,1.78,87.14
2964,98.5,52.79,23.81,7.82,47.46,1.82,2.27,-42,94.81,1.83,39.73
2965,89.96,61.88,11.48,11.24,3.68,14.66,3.7,-99,41.84,0.65,40.94
2966,79.08,22.17,35.6,16.14,7.29,6.31,3.26,79,67.92,1.23,46.32
2967,80.89,39.24,42.1,17.01,49.06,17.97,2.92,28,98.0,0.98,57.36
2968,69.35,22.3,64.67,8.62,37.79,12.84,4.23,97,99.41,1.88,46.81
2969,96.3,49.42,47.2,9.17,12.27,19.98,4.05,-47,7.21,1.02,57.76
2970,64.74,82.66,22.75,3.82,24.88,28.62,3.38,-82,55.35,1.92,77.02
2971,56.64,88.79,43.86,1.9,32.78,16.33,2.96,-4,72.66,0.4,21.32
2972,41.41,64.59,62.03,13.18,50.77,23.83,3.3,-73,18.69,0.69,25.66
2973,85.03,31.31,64.2,2.22,4.56,22.84,2.63,32,82.19,1.56,32.67
2974,81.41,83.41,32.1,14.94,36.21,27.73,1.89,-25,46.85,1.57,78.44
2975,56.9,56.14,75.57,11.24,43.31,7.21,3.32,57,49.78,1.46,49.82
2976,31.76,30.76,49.12,4.77,58.7,24.99,3.21,-82,27.43,1.72,46.99
2977,88.73,84.52,19.74,11.25,48.62,27.26,1.6,3,30.01,1.41,77.1
2978,30.8,73.02,13.25,4.48,17.3,12.39,3.47,-59,8.42,1.27,35.11
2979,79.26,71.22,29.59,9.34,42.87,10.1,2.59,52,93.15,0.92,47.68
2980,97.92,69.64,51.48,16.19,46.03,28.61,3.09,-66,38.19,0.93,67.93
2981,60.64,34.02,18.93,9.78,44.05,19.2,2.26,-92,16.22,0.81,55.34
2982,46.45,34.77,39.68,3.83,49.39,12.04,1.55,-62,14.24,1.24,60.51
2983,79.34,68.18,27.86,14.75,54.32,23.96,3.42,83,40.74,0.81,29.12
2984,87.2,35.38,62.53,4.55,6.81,9.83,2.7,-63,63.22,0.29,22.82
2985,68.25,50.71,28.38,15.03,7.18,6.12,3.01,-86,77.78,0.21,46.9
2986,97.69,74.74,67.5,10.11,47.99,16.78,3.5,8,92.46,1.85,36.22
2987,33.62,74.88,74.75,9.62,15.89,17.42,3.48,73,63.57,0.05,62.5
2988,65.34,51.73,21.46,17.18,4.45,24.95,2.33,64,42.07,0.21,32.24
2989,80.29,75.45,41.11,14.46,24.67,14.25,1.85,-11,42.19,0.89,46.61
2990,90.38,78.7,19.3,1.63,49.37,24.62,1.66,24,57.44,0.53,31.17
2991,42.55,65.83,63.61,6.63,8.47,10.03,3.27,-41,53.8,0.81,74.41
2992,86.0,35.99,41.91,17.55,40.64,17.69,3.6,-39,64.08,0.23,51.0
2993,68.69,39.18,14.6,1.35,1.21,7.05,2.14,-70,50.34,0.26,39.27
2994,57.76,42.04,16.5,11.36,7.47,12.18,1.54,-71,5.9,1.6,67.89
2995,39.22,28.18,34.68,14.83,21.7,25.87,1.5,-35,50.07,1.52,53.74
2996,90.57,39.12,61.13,12.82,5.93,7.26,3.69,-94,2.25,0.21,39.46
2997,41.01,34.67,59.36,15.45,50.91,24.5,2.76,57,18.06,1.34,49.56
2998,51.69,51.87,69.39,14.79,51.98,9.2,2.11,60,38.74,1.22,51.15
2999,50.3,83.59,37.4,14.15,45.58,2.0,3.12,11,55.13,1.43,48.24
3000,91.0,27.31,18.58,16.61,15.31,4.19,1.48,2,18.48,0.95,26.12
3001,77.09,70.42,71.36,13.27,31.87,22.63,3.3,10,27.63,0.54,17.45
3002,85.77,68.11,11.92,8.65,11.87,8.6,1.73,-63,37.42,1.33,37.88
3003,47.53,26.7,72.75,9.97,17.6,19.97,4.45,46,19.72,0.74,33.99
3004,73.74,84.58,39.53,14.62,31.44,21.28,1.88,36,99.88,0.44,69.67
3005,70.02,59.79,15.37,17.65,44.37,11.01,2.04,-15,80.47,0.82,57.77
3006,88.3,45.46,59.31,6.17,6.58,14.77,4.26,59,81.09,1.53,90.27
3007,93.43,72.96,75.47,7.5,18.51,12.71,2.77,57,56.89,0.95,42.67
3008,30.85,38.02,72.72,18.68,55.67,28.47,3.67,33,96.13,0.6,41.31
3009,77.18,68.55,32.05,11.99,26.32,10.28,1.91,88,73.22,1.66,77.3
3010,33.63,22.78,31.27,4.4,56.39,6.32,1.35,64,33.09,1.76,69.86
3011,68.42,78.76,45.91,13.61,59.49,11.6,3.2,-22,61.05,0.87,53.25
3012,50.13,51.37,59.53,19.82,32.07,20.42,4.08,98,54.37,0.75,54.5
3013,51.47,64.57,61.17,16.65,17.99,21.22,2.89,47,58.03,1.23,62.18
3014,54.71,35.49,20.46,15.17,47.66,27.8,2.79,-71,81.77,0.12,56.98
3015,73.49,67.4,63.06,4.95,10.4,26.57,3.56,-83,50.96,1.38,69.83
3016,53.38,74.06,58.97,17.65,15.87,9.36,2.68,90,72.86,1.56,90.78
3017,81.29,53.12,70.47,10.99,47.31,14.2,3.46,88,25.06,0.79,78.64
3018,58.32,63.24,52.96,17.9,26.59,22.67,2.14,84,93.21,0.35,38.82
3019,34.78,51.94,43.12,7.27,12.89,27.58,2.34,49,8.64,0.06,10.12
3020,84.86,82.59,69.68,2.18,39.42,10.78,3.11,-13,99.36,1.27,26.82
3021,50.0,54.85,48.12,10.04,44.23,13.89,3.88,-6,63.27,0.54,22.83
3022,60.29,78.93,70.62,6.13,8.38,27.08,2.74,76,47.0,0.93,25.64
3023,77.98,76.09,62.74,14.59,17.34,11.4,3.63,-83,31.08,0.77,42.11
3024,53.27,48.74,50.62,19.19,14.06,14.93,2.16,-40,40.51,0.35,15.58
3025,33.96,36.11,45.22,14.13,23.41,27.23,2.13,-19,78.24,1.02,61.62
3026,56.17,48.43,14.36,17.85,46.04,24.27,2.67,-23,13.94,0.92,32.77
3027,96.11,77.84,25.84,9.61,43.11,8.06,3.03,95,25.27,1.25,58.1
3028,74.92,35.93,29.97,15.66,40.09,10.42,2.35,34,12.37,0.5,21.05
3029,77.0,56.71,29.14,17.02,1.37,11.24,1.98,34,42.67,0.43,65.59
3030,74.26,76.43,27.39,14.51,9.39,27.47,3.67,-36,38.72,1.63,80.57
3031,43.93,44.74,28.2,10.65,14.17,29.97,1.55,-61,64.88,1.4,52.41
3032,59.28,64.95,37.36,12.89,17.05,23.45,3.25,15,99.57,1.54,87.53
3033,82.57,37.19,33.39,14.31,9.64,15.05,3.22,-77,89.24,0.25,22.4
3034,37.1,27.65,26.26,5.81,25.21,1.3,2.89,59,88.04,0.45,65.0
3035,49.45,75.61,11.09,16.38,5.44,21.23,3.51,-91,64.57,1.15,58.65
3036,49.34,26.93,56.62,19.06,45.25,12.29,3.6,36,27.06,1.71,53.48
3037,60.24,39.0,41.13,9.84,47.48,19.36,2.26,-62,38.41,1.78,39.08
3038,98.63,79.86,43.27,14.32,34.88,18.59,2.31,30,25.01,1.66,42.75
3039,34.73,44.25,52.09,15.0,6.29,14.94,2.61,7,13.51,0.09,62.66
3040,66.31,88.11,59.79,13.58,53.51,28.39,1.81,-32,43.6,1.64,69.86
3041,42.56,88.58,32.43,11.4,57.97,1.67,3.86,-94,89.75,1.8,48.91
3042,97.95,38.78,55.02,17.75,12.94,21.65,1.73,39,74.38,0.11,39.94
3043,37.93,22.87,63.16,9.53,42.57,12.89,3.81,-78,98.48,0.83,26.28
3044,58.25,69.35,62.06,2.16,50.67,21.7,3.78,-12,19.48,1.07,29.33
3045,81.65,51.57,47.06,17.05,32.85,20.58,3.66,90,50.05,0.47,71.17
3046,79.32,27.05,45.38,13.81,20.08,1.3,3.08,-84,79.3,1.03,51.35
3047,59.59,69.53,24.08,17.14,29.23,9.27,3.07,-23,46.05,1.77,56.36
3048,54.26,22.18,54.67,3.63,31.22,6.48,2.29,91,35.51,1.73,92.8
3049,57.83,80.91,68.07,1.58,24.64,5.84,3.97,-36,81.59,1.88,60.33
3050,48.5,29.71,43.83,18.75,55.86,22.13,2.36,-15,43.03,0.97,42.71
3051,44.37,28.91,62.11,3.81,44.89,7.95,4.35,-73,91.3,0.82,36.52
3052,63.81,32.3,35.37,16.38,15.24,14.77,1.74,-43,26.84,1.33,62.57
3053,48.8,87.22,65.3,16.64,35.55,8.16,2.78,-83,89.65,0.83,54.68
3054,50.12,68.52,49.16,14.47,41.63,17.83,2.85,9,27.85,0.08,9.28
3055,75.97,76.1,19.97,3.49,9.27,21.9,3.07,20,28.96,1.44,69.8
3056,97.8,47.83,44.3,13.68,22.15,10.6,3.56,-57,42.06,0.56,65.09
3057,72.25,43.54,28.42,17.89,54.43,18.49,1.73,-37,51.58,0.1,47.28
3058,35.39,36.41,12.7,9.09,34.46,24.92,1.29,-64,41.82,0.04,62.42
3059,35.29,53.65,54.13,8.86,13.8,3.73,2.56,-98,86.21,1.86,52.36
3060,96.6,58.63,24.48,9.41,8.24,21.61,2.49,-87,79.56,0.5,26.66
3061,50.81,64.22,63.33,2.56,31.58,10.37,3.2,34,30.99,0.9,64.37
3062,36.44,38.0,35.66,17.95,33.31,4.56,2.35,44,51.15,1.9,47.4
3063,71.93,86.41,34.64,17.51,20.73,16.82,2.91,97,43.1,0.94,26.77
3064,73.66,31.88,69.1,19.96,38.19,7.56,3.07,-18,5.61,0.16,15.45
3065,75.4,87.6,41.53,12.12,5.05,24.82,3.88,66,74.81,1.1,71.97
3066,48.72,21.04,52.24,15.27,9.56,2.24,2.21,32,18.17,0.18,11.46
3067,31.06,53.68,48.4,4.85,33.23,3.86,3.25,-22,93.41,0.19,28.09
3068,97.55,43.34,43.47,13.68,4.65,16.11,3.15,-49,39.78,1.7,40.68
3069,47.56,51.44,67.86,13.34,52.97,18.08,2.6,8,62.23,0.58,63.24
3070,77.32,59.95,47.77,18.12,9.39,22.17,2.71,-75,81.83,1.36,59.08
3071,79.46,50.49,43.89,16.79,40.76,8.52,2.3,66,18.03,1.02,35.21
3072,72.7,49.04,70.05,18.83,24.08,25.41,2.24,72,54.11,0.44,60.95
3073,51.9,71.29,24.22,17.51,24.59,28.64,2.38,-24,23.74,1.04,69.81
3074,48.98,68.01,40.88,17.51,46.13,15.47,2.5,-70,50.97,0.14,42.02
